"Competitor.Name","Address","City","State","ZIP","Full.Address","lon","lat","geoAddress"
"Ashley","4621 River City Dr","Jacksonville","FL",32246,"4621 River City Dr, Jacksonville, FL, 32246",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","1190 Capital Circle SE","Tallahassee","FL",32301,"1190 Capital Circle SE, Tallahassee, FL, 32301",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","731 E 23rd St","Panama City","FL",32405,"731 E 23rd St, Panama City, FL, 32405",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","6861 N 9th St Ave","Pensacola","FL",32504,"6861 N 9th St Ave, Pensacola, FL, 32504",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","2499 S Ferdon Blvd","Crestview","FL",32539,"2499 S Ferdon Blvd, Crestview, FL, 32539",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","224C Eglin Pkwy NE","Fort Walton Beach","FL",32547,"224C Eglin Pkwy NE, Fort Walton Beach, FL, 32547",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","3964 Plaza Blvd","Gainesville","FL",32608,"3964 Plaza Blvd, Gainesville, FL, 32608",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","880 W State Rd 436","Altamonte Springs","FL",32714,"880 W State Rd 436, Altamonte Springs, FL, 32714",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","121 Towne Center Blvd","Sanford","FL",32771,"121 Towne Center Blvd, Sanford, FL, 32771",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","829 N Alafaya Trl","Orlando","FL",32828,"829 N Alafaya Trl, Orlando, FL, 32828",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","4607 Millenia Plaza Way","Orlando","FL",32839,"4607 Millenia Plaza Way, Orlando, FL, 32839",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","4360 W New Haven Ave","Melbourne","FL",32904,"4360 W New Haven Ave, Melbourne, FL, 32904",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","6560 20th St","Vero Beach","FL",32966,"6560 20th St, Vero Beach, FL, 32966",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","700 W 49th St","Hialeah","FL",33012,"700 W 49th St, Hialeah, FL, 33012",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","18780 S Dixie Hwy","Cutler Bay","FL",33157,"18780 S Dixie Hwy, Cutler Bay, FL, 33157",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","12955 N Kendall Dr","Miami","FL",33186,"12955 N Kendall Dr, Miami, FL, 33186",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","3775 N Federal Hwy","Fort Lauderdale","FL",33308,"3775 N Federal Hwy, Fort Lauderdale, FL, 33308",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","1960 Sawgrass Mills Cir","Sunrise","FL",33323,"1960 Sawgrass Mills Cir, Sunrise, FL, 33323",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","15451 Sheridan St","Davie","FL",33331,"15451 Sheridan St, Davie, FL, 33331",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","2101 Palm Beach Lakes Blvd","West Palm Beach","FL",33409,"2101 Palm Beach Lakes Blvd, West Palm Beach, FL, 33409",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","10312 Forest Hill Blvd","Wellington","FL",33414,"10312 Forest Hill Blvd, Wellington, FL, 33414",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","3350 Airport Rd","Boca Raton","FL",33431,"3350 Airport Rd, Boca Raton, FL, 33431",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","2615 Vildibill Dr","Brandon","FL",33510,"2615 Vildibill Dr, Brandon, FL, 33510",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","26222 Golden Maple Loop","Wesley Chapel","FL",33543,"26222 Golden Maple Loop, Wesley Chapel, FL, 33543",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","2915 N Dale Mabry Hwy","Tampa","FL",33607,"2915 N Dale Mabry Hwy, Tampa, FL, 33607",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","24244 US Hwy 19 N","Clearwater","FL",33763,"24244 US Hwy 19 N, Clearwater, FL, 33763",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","7900 US Hwy 19 N","Pinellas Park","FL",33781,"7900 US Hwy 19 N, Pinellas Park, FL, 33781",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","4025 US Hwy 98 N","Lakeland","FL",33809,"4025 US Hwy 98 N, Lakeland, FL, 33809",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","5400 Grandview Pkwy","Davenport","FL",33837,"5400 Grandview Pkwy, Davenport, FL, 33837",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","1700 US Highway 27 N","Sebring","FL",33870,"1700 US Highway 27 N, Sebring, FL, 33870",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","9951 Interstate Commerce Dr","Fort Myers","FL",33913,"9951 Interstate Commerce Dr, Fort Myers, FL, 33913",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","17701 Murdock Cir","Port Charlotte","FL",33948,"17701 Murdock Cir, Port Charlotte, FL, 33948",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","14250 Tamiami Trl N","Naples","FL",34110,"14250 Tamiami Trl N, Naples, FL, 34110",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","4650 S Tamiami Trl","Sarasota","FL",34231,"4650 S Tamiami Trl, Sarasota, FL, 34231",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","2705 Hwy 44 W","Inverness","FL",34453,"2705 Hwy 44 W, Inverness, FL, 34453",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","4039 SW 43rd St Rd","Ocala","FL",34474,"4039 SW 43rd St Rd, Ocala, FL, 34474",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","6411 Tacoma Dr","Port Richey","FL",34668,"6411 Tacoma Dr, Port Richey, FL, 34668",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","1301 W Osceola Pkwy","Kissimmee","FL",34741,"1301 W Osceola Pkwy, Kissimmee, FL, 34741",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","2671 NW Federal Hwy","Stuart","FL",34994,"2671 NW Federal Hwy, Stuart, FL, 34994",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","5980 N Point Pkwy","Alpharetta","GA",30022,"5980 N Point Pkwy, Alpharetta, GA, 30022",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","2900 Stonecrest Cir","Lithonia","GA",30038,"2900 Stonecrest Cir, Lithonia, GA, 30038",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","2475 Market Place Blvd","Cumming","GA",30040,"2475 Market Place Blvd, Cumming, GA, 30040",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","4281 Roswell Rd","Marietta","GA",30062,"4281 Roswell Rd, Marietta, GA, 30062",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","2059 Scenic Hwy N","Snellville","GA",30078,"2059 Scenic Hwy N, Snellville, GA, 30078",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","6875 Douglas Blvd","Douglasville","GA",30135,"6875 Douglas Blvd, Douglasville, GA, 30135",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","840 Ernest W Barrett Pkwy NW","Kennesaw","GA",30144,"840 Ernest W Barrett Pkwy NW, Kennesaw, GA, 30144",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","90 Durand Rd","LaGrange","GA",30241,"90 Durand Rd, LaGrange, GA, 30241",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","1960 Jonesboro Rd","McDonough","GA",30253,"1960 Jonesboro Rd, McDonough, GA, 30253",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","1930 Mount Zion Rd","Morrow","GA",30260,"1930 Mount Zion Rd, Morrow, GA, 30260",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","211 Newnan Crossing Bypass","Newnan","GA",30265,"211 Newnan Crossing Bypass, Newnan, GA, 30265",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","2535 Piedmont Rd NE","Atlanta","GA",30324,"2535 Piedmont Rd NE, Atlanta, GA, 30324",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","3295 Buford Dr","Buford","GA",30519,"3295 Buford Dr, Buford, GA, 30519",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","1850 Epps Bridge Pkwy","Athens","GA",30606,"1850 Epps Bridge Pkwy, Athens, GA, 30606",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","216 Robert C Daniel Jr Pkwy","Augusta","GA",30909,"216 Robert C Daniel Jr Pkwy, Augusta, GA, 30909",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","3050 Watson Blvd","Warner Robins","GA",31093,"3050 Watson Blvd, Warner Robins, GA, 31093",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","4661 Presidential Pkwy","Macon","GA",31206,"4661 Presidential Pkwy, Macon, GA, 31206",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","8108 Abercorn St","Savannah","GA",31406,"8108 Abercorn St, Savannah, GA, 31406",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","513 Tebeau St","Waycross","GA",31501,"513 Tebeau St, Waycross, GA, 31501",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","100 Glynn Isle","Brunswick","GA",31525,"100 Glynn Isle, Brunswick, GA, 31525",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","3424 N Valdosta Rd","Valdosta","GA",31601,"3424 N Valdosta Rd, Valdosta, GA, 31601",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","1223 N Westover Blvd","Albany","GA",31707,"1223 N Westover Blvd, Albany, GA, 31707",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","2018 E Pinetree Blvd","Thomasville","GA",31792,"2018 E Pinetree Blvd, Thomasville, GA, 31792",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","192 Virginia Ave S","TiForton","GA",31794,"192 Virginia Ave S, TiForton, GA, 31794",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","6499 Whittlesey Blvd","Columbus","GA",31909,"6499 Whittlesey Blvd, Columbus, GA, 31909",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","7375 Jefferson Blvd","Louisville","KY",40219,"7375 Jefferson Blvd, Louisville, KY, 40219",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","11521 Bluegrass Pkwy","Jeffersontown","KY",40299,"11521 Bluegrass Pkwy, Jeffersontown, KY, 40299",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","831 Eastern Bypass","Richmond","KY",40475,"831 Eastern Bypass, Richmond, KY, 40475",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","1750 Bryant Rd","Lexington","KY",40509,"1750 Bryant Rd, Lexington, KY, 40509",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","8040 Burlington Pike","Florence","KY",41042,"8040 Burlington Pike, Florence, KY, 41042",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","3930 Coleman Crossing Cir","Paducah","KY",42001,"3930 Coleman Crossing Cir, Paducah, KY, 42001",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","1410 N 12th St","Murray","KY",42071,"1410 N 12th St, Murray, KY, 42071",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","1850 Scottsville Rd","Bowling Green","KY",42104,"1850 Scottsville Rd, Bowling Green, KY, 42104",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","204 S L Rogers Wells Blvd","Glasgow","KY",42141,"204 S L Rogers Wells Blvd, Glasgow, KY, 42141",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","3250 Highland Pointe Dr","Owensboro","KY",42303,"3250 Highland Pointe Dr, Owensboro, KY, 42303",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","645 S Hwy 27","Somerset","KY",42501,"645 S Hwy 27, Somerset, KY, 42501",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","5151 Citrus Blvd","Harahan","LA",70123,"5151 Citrus Blvd, Harahan, LA, 70123",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","1620 Martin Luther King Jr Blvd","Houma","LA",70360,"1620 Martin Luther King Jr Blvd, Houma, LA, 70360",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","42774 Merchant St","Ponchatoula","LA",70454,"42774 Merchant St, Ponchatoula, LA, 70454",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","1608 Creswell Ln Ext","Opelousas","LA",70570,"1608 Creswell Ln Ext, Opelousas, LA, 70570",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","3625 Hwy 14","Lake Charles","LA",70607,"3625 Hwy 14, Lake Charles, LA, 70607",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","1820 S Range Ave","Denham Springs","LA",70726,"1820 S Range Ave, Denham Springs, LA, 70726",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","810 W Hwy 30","Gonzales","LA",70737,"810 W Hwy 30, Gonzales, LA, 70737",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","6586 Youree Dr","Shreveport","LA",71105,"6586 Youree Dr, Shreveport, LA, 71105",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","2561 Viking Dr","Bossier City","LA",71111,"2561 Viking Dr, Bossier City, LA, 71111",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","3551 Pecanland Mall Dr","Monroe","LA",71203,"3551 Pecanland Mall Dr, Monroe, LA, 71203",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","1804 MacArthur Dr","Alexandria","LA",71301,"1804 MacArthur Dr, Alexandria, LA, 71301",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","6129 Airways Blvd","Southaven","MS",38671,"6129 Airways Blvd, Southaven, MS, 38671",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","910 Tupelo Commons","Tupelo","MS",38804,"910 Tupelo Commons, Tupelo, MS, 38804",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","210 Promenade Blvd","Flowood","MS",39232,"210 Promenade Blvd, Flowood, MS, 39232",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","1187 Bonita Lakes Cir","Meridian","MS",39301,"1187 Bonita Lakes Cir, Meridian, MS, 39301",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","6143 US Hwy 98","Hattiesburg","MS",39402,"6143 US Hwy 98, Hattiesburg, MS, 39402",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","3971 Promenade Pkwy","Diberville","MS",39540,"3971 Promenade Pkwy, Diberville, MS, 39540",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","1722 Veterans Blvd","McComb","MS",39648,"1722 Veterans Blvd, McComb, MS, 39648",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","1721 Highway 45 N","Columbus","MS",39705,"1721 Highway 45 N, Columbus, MS, 39705",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","1250 Highway 51 S","Grenada","MS",39801,"1250 Highway 51 S, Grenada, MS, 39801",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","1150 Hanes Mall Blvd","Winston-Salem","NC",27103,"1150 Hanes Mall Blvd, Winston-Salem, NC, 27103",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","1439 University Dr","Burlington","NC",27215,"1439 University Dr, Burlington, NC, 27215",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","1705 S 40 Dr","Greensboro","NC",27407,"1705 S 40 Dr, Greensboro, NC, 27407",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","3503 W Gate City Blvd","Greensboro","NC",27407,"3503 W Gate City Blvd, Greensboro, NC, 27407",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","1401 Piney Plains Rd","Cary","NC",27518,"1401 Piney Plains Rd, Cary, NC, 27518",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","201 N Berkeley Blvd","Goldsboro","NC",27534,"201 N Berkeley Blvd, Goldsboro, NC, 27534",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","8331 Glenwood Ave","Raleigh","NC",27612,"8331 Glenwood Ave, Raleigh, NC, 27612",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","6180 Capital Blvd","Raleigh","NC",27616,"6180 Capital Blvd, Raleigh, NC, 27616",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","5458 New Hope Commons Dr","Durham","NC",27707,"5458 New Hope Commons Dr, Durham, NC, 27707",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","1975 Greenville Blvd SE","Greenville","NC",27858,"1975 Greenville Blvd SE, Greenville, NC, 27858",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","6060 Bayfield Pkwy","Concord","NC",28027,"6060 Bayfield Pkwy, Concord, NC, 28027",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","3932 E Franklin Blvd","Gastonia","NC",28056,"3932 E Franklin Blvd, Gastonia, NC, 28056",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","9632 E Independence Blvd","Matthews","NC",28105,"9632 E Independence Blvd, Matthews, NC, 28105",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","649 River Hwy","Mooresville","NC",28117,"649 River Hwy, Mooresville, NC, 28117",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","11320 Carolina Place Pkwy","Pineville","NC",28134,"11320 Carolina Place Pkwy, Pineville, NC, 28134",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","5345 South Blvd","Charlotte","NC",28217,"5345 South Blvd, Charlotte, NC, 28217",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","430 E McCullough Dr","Charlotte","NC",28262,"430 E McCullough Dr, Charlotte, NC, 28262",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","5075 Morganton Rd","Fayetteville","NC",28314,"5075 Morganton Rd, Fayetteville, NC, 28314",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","6832 Market St","Wilmington","NC",28405,"6832 Market St, Wilmington, NC, 28405",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","5309 Carolina Beach Rd","Wilmington","NC",28412,"5309 Carolina Beach Rd, Wilmington, NC, 28412",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","5660 Main St","Shallotte","NC",28470,"5660 Main St, Shallotte, NC, 28470",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","1250 Western Blvd","Jacksonville","NC",28546,"1250 Western Blvd, Jacksonville, NC, 28546",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","5160 Hwy 70 W","Morehead City","NC",28557,"5160 Hwy 70 W, Morehead City, NC, 28557",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","2201 US Hwy 70 SE","Hickory","NC",28602,"2201 US Hwy 70 SE, Hickory, NC, 28602",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","233 Airport Rd","Arden","NC",28704,"233 Airport Rd, Arden, NC, 28704",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","2850 Broad St","Sumter","SC",29150,"2850 Broad St, Sumter, SC, 29150",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","108 Harbison Blvd","Columbia","SC",29212,"108 Harbison Blvd, Columbia, SC, 29212",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","230 Forum Dr","Columbia","SC",29229,"230 Forum Dr, Columbia, SC, 29229",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","300 W Blackstock Rd","Spartanburg","SC",29301,"300 W Blackstock Rd, Spartanburg, SC, 29301",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","4950 Centre Pointe Dr #270","North Charleston","SC",29418,"4950 Centre Pointe Dr #270, North Charleston, SC, 29418",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","2361 David H McLeod Blvd","Florence","SC",29501,"2361 David H McLeod Blvd, Florence, SC, 29501",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","906 Frontage Rd E","Myrtle Beach","SC",29577,"906 Frontage Rd E, Myrtle Beach, SC, 29577",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","1017 Woodruff Rd","Greenville","SC",29607,"1017 Woodruff Rd, Greenville, SC, 29607",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","3523 Clemson Blvd","Anderson","SC",29621,"3523 Clemson Blvd, Anderson, SC, 29621",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","101 Okatie Center Blvd N","BlufForton","SC",29909,"101 Okatie Center Blvd N, BlufForton, SC, 29909",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","5301 Hickory Hollow Pkwy","Antioch","TN",37013,"5301 Hickory Hollow Pkwy, Antioch, TN, 37013",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","8099 Moores Ln","Brentwood","TN",37027,"8099 Moores Ln, Brentwood, TN, 37027",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","111 Merchants Blvd","Clarksville","TN",37040,"111 Merchants Blvd, Clarksville, TN, 37040",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","1153 Fort Campbell Blvd","Clarksville","TN",37042,"1153 Fort Campbell Blvd, Clarksville, TN, 37042",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","2160 Gallatin Pike N","Goodlettsville","TN",37072,"2160 Gallatin Pike N, Goodlettsville, TN, 37072",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","56 Belinda Pkwy","Mount Juliet","TN",37122,"56 Belinda Pkwy, Mount Juliet, TN, 37122",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","460 N Thompson Ln","Murfreesboro","TN",37129,"460 N Thompson Ln, Murfreesboro, TN, 37129",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","719 Thompson Ln","Nashville","TN",37204,"719 Thompson Ln, Nashville, TN, 37204",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","5450 Hwy 153","Hixson","TN",37343,"5450 Hwy 153, Hixson, TN, 37343",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","2132 Gunbarrel Rd","Chattanooga","TN",37421,"2132 Gunbarrel Rd, Chattanooga, TN, 37421",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","155 Marketplace Dr","Johnson City","TN",37604,"155 Marketplace Dr, Johnson City, TN, 37604",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
"Ashley","2003 N Eastman Rd","Kingsport","TN",37660,"2003 N Eastman Rd, Kingsport, TN, 37660",-86.5047475,34.3449362,"1537 n brindlee mountain pkwy, arab, al 35016, usa"
